GEO,UNIT,SECTOR,NA_ITEM\TIME	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
France,Million euro,Total economy,Intergovernmental lending within EU28 (2013-2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,Total economy,Intergovernmental lending within EU28 (2013-2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,Total economy,Intergovernmental lending within EU28 (2013-2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Luxembourg,Million euro,Total economy,Intergovernmental lending within EU28 (2013-2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,Total economy,Intergovernmental lending within EU28 (2013-2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,Total economy,Intergovernmental lending within EU28 (2013-2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,Total economy,Intergovernmental lending within EU28 (2013-2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Portugal,Million euro,Total economy,Intergovernmental lending within EU28 (2013-2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovenia,Million euro,Total economy,Intergovernmental lending within EU28 (2013-2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovakia,Million euro,Total economy,Intergovernmental lending within EU28 (2013-2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Million euro,Total economy,Intergovernmental lending within EU28 (2013-2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,Total economy,Intergovernmental lending within EU27 (from 2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Million euro,Total economy,Intergovernmental lending within EU27 (from 2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Ireland,Million euro,Total economy,Intergovernmental lending within EU27 (from 2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,Total economy,Intergovernmental lending within EU27 (from 2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Million euro,Total economy,Intergovernmental lending within EU27 (from 2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
France,Million euro,Total economy,Intergovernmental lending within EU27 (from 2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,Total economy,Intergovernmental lending within EU27 (from 2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,Total economy,Intergovernmental lending within EU27 (from 2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Luxembourg,Million euro,Total economy,Intergovernmental lending within EU27 (from 2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,Total economy,Intergovernmental lending within EU27 (from 2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,Total economy,Intergovernmental lending within EU27 (from 2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,Total economy,Intergovernmental lending within EU27 (from 2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Portugal,Million euro,Total economy,Intergovernmental lending within EU27 (from 2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovenia,Million euro,Total economy,Intergovernmental lending within EU27 (from 2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovakia,Million euro,Total economy,Intergovernmental lending within EU27 (from 2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Million euro,Total economy,Intergovernmental lending within EU27 (from 2020)	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,Total economy,Gross national income at market prices	247 952.1	262 983.7	269 279.5	277 978.2	286 569.5	300 941.2	313 910.9	329 827.6	348 398.7	360 298.4	352 915.9	368 713.8	376 569.3	395 135.8	402 558.6	411 459.4	422 598.8	434 453.7	451 180.4	462 773.5	476 748.9
Germany (until 1990 former territory of the FRG),Million euro,Total economy,Gross national income at market prices	2 045 234.0	2 097 226.0	2 157 280.0	2 174 801.0	2 189 106.0	2 276 187.0	2 307 203.0	2 425 419.0	2 535 845.0	2 570 665.0	2 500 874.0	2 615 840.0	2 762 535.0	2 811 180.0	2 876 449.0	2 986 082.0	3 099 023.0	3 211 263.0	3 328 026.0	3 437 908.0	3 535 372.0
Ireland,Million euro,Total economy,Gross national income at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	221 595.5	235 951.2	254 182.7	267 757.0
Greece,Million euro,Total economy,Gross national income at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	176 494.0	180 568.0	183 728.0	:
Spain,Million euro,Total economy,Gross national income at market prices	590 312.0	643 218.0	691 291.0	741 062.0	795 682.0	851 424.0	914 553.0	985 258.0	1 049 146.0	1 078 741.0	1 048 849.0	1 057 075.0	1 044 991.0	1 022 852.0	1 013 534.0	1 028 374.0	1 077 348.0	1 116 592.0	1 161 609.0	1 204 894.0	1 247 844.0
France,Million euro,Total economy,Gross national income at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	2 281 389.0	2 349 163.0	2 412 907.0	2 493 687.0
Italy,Million euro,Total economy,Gross national income at market prices	1 172 859.9	1 236 773.2	1 300 145.2	1 344 235.8	1 387 969.2	1 449 916.4	1 495 981.7	1 558 846.7	1 616 086.1	1 622 731.4	1 576 262.9	1 607 865.4	1 644 585.8	1 622 373.1	1 609 956.3	1 627 547.6	1 643 911.0	1 700 655.8	1 746 092.8	1 785 361.2	1 802 967.5
Cyprus,Million euro,Total economy,Gross national income at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	18 118.3	19 428.9	20 393.4	21 188.5
Luxembourg,Million euro,Total economy,Gross national income at market prices	17 749.3	19 663.8	21 018.8	21 095.3	20 925.4	23 362.0	25 643.4	24 208.0	28 193.8	29 104.4	25 086.8	29 446.9	30 331.5	30 787.0	31 056.4	33 097.1	33 919.8	34 932.6	36 633.5	38 256.8	:
Malta,Million euro,Total economy,Gross national income at market prices	3 855.6	4 259.4	4 561.9	4 732.5	4 737.6	4 850.3	4 959.2	5 170.0	5 600.7	6 032.6	5 805.4	6 321.3	6 614.1	6 873.6	7 310.4	8 177.5	9 116.1	9 475.2	10 273.3	11 329.2	12 062.8
Netherlands,Million euro,Total economy,Gross national income at market prices	425 194.0	460 111.0	479 615.0	499 795.0	518 266.0	532 281.0	543 266.0	589 080.0	618 886.0	628 978.0	618 718.0	641 063.0	659 458.0	664 145.0	669 408.0	669 898.0	690 537.0	697 862.0	743 711.0	781 718.0	814 844.0
Austria,Million euro,Total economy,Gross national income at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	357 272.8	367 005.6	384 653.3	398 323.0
Portugal,Million euro,Total economy,Gross national income at market prices	119 213.3	126 333.1	133 446.5	140 395.9	144 603.2	150 335.5	156 446.8	161 538.1	170 442.1	173 094.6	169 556.9	173 896.1	173 242.8	164 311.7	168 213.1	169 513.2	174 301.2	181 959.6	191 347.6	199 269.9	207 238.6
Slovenia,Million euro,Total economy,Gross national income at market prices	21 209.5	21 813.7	23 230.1	24 754.3	25 968.1	27 305.2	28 848.6	31 081.2	34 267.3	36 933.0	35 653.7	35 882.2	36 555.5	35 688.0	35 966.5	37 288.9	37 654.3	39 341.6	42 209.3	45 033.5	47 393.1
Slovakia,Million euro,Total economy,Gross national income at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	78 952.0	82 783.0	88 303.0	92 442.0
Finland,Million euro,Total economy,Gross national income at market prices	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	218 621.0	225 882.0	234 439.0	239 535.0
Belgium,Million euro,Total economy,Government consolidated gross debt at face value - Currency and deposits	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Million euro,Total economy,Government consolidated gross debt at face value - Currency and deposits	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Ireland,Million euro,Total economy,Government consolidated gross debt at face value - Currency and deposits	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,Total economy,Government consolidated gross debt at face value - Currency and deposits	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Million euro,Total economy,Government consolidated gross debt at face value - Currency and deposits	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
France,Million euro,Total economy,Government consolidated gross debt at face value - Currency and deposits	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,Total economy,Government consolidated gross debt at face value - Currency and deposits	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,Total economy,Government consolidated gross debt at face value - Currency and deposits	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Luxembourg,Million euro,Total economy,Government consolidated gross debt at face value - Currency and deposits	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,Total economy,Government consolidated gross debt at face value - Currency and deposits	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,Total economy,Government consolidated gross debt at face value - Currency and deposits	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,Total economy,Government consolidated gross debt at face value - Currency and deposits	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Portugal,Million euro,Total economy,Government consolidated gross debt at face value - Currency and deposits	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovenia,Million euro,Total economy,Government consolidated gross debt at face value - Currency and deposits	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovakia,Million euro,Total economy,Government consolidated gross debt at face value - Currency and deposits	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Million euro,Total economy,Government consolidated gross debt at face value - Currency and deposits	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,Total economy,Government consolidated gross debt at face value - Debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Million euro,Total economy,Government consolidated gross debt at face value - Debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Ireland,Million euro,Total economy,Government consolidated gross debt at face value - Debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,Total economy,Government consolidated gross debt at face value - Debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Million euro,Total economy,Government consolidated gross debt at face value - Debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
France,Million euro,Total economy,Government consolidated gross debt at face value - Debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,Total economy,Government consolidated gross debt at face value - Debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,Total economy,Government consolidated gross debt at face value - Debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Luxembourg,Million euro,Total economy,Government consolidated gross debt at face value - Debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,Total economy,Government consolidated gross debt at face value - Debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,Total economy,Government consolidated gross debt at face value - Debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,Total economy,Government consolidated gross debt at face value - Debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Portugal,Million euro,Total economy,Government consolidated gross debt at face value - Debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovenia,Million euro,Total economy,Government consolidated gross debt at face value - Debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovakia,Million euro,Total economy,Government consolidated gross debt at face value - Debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Million euro,Total economy,Government consolidated gross debt at face value - Debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,Total economy,Government consolidated gross debt at face value - Short-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Million euro,Total economy,Government consolidated gross debt at face value - Short-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Ireland,Million euro,Total economy,Government consolidated gross debt at face value - Short-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,Total economy,Government consolidated gross debt at face value - Short-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Million euro,Total economy,Government consolidated gross debt at face value - Short-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
France,Million euro,Total economy,Government consolidated gross debt at face value - Short-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,Total economy,Government consolidated gross debt at face value - Short-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,Total economy,Government consolidated gross debt at face value - Short-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Luxembourg,Million euro,Total economy,Government consolidated gross debt at face value - Short-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,Total economy,Government consolidated gross debt at face value - Short-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,Total economy,Government consolidated gross debt at face value - Short-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,Total economy,Government consolidated gross debt at face value - Short-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Portugal,Million euro,Total economy,Government consolidated gross debt at face value - Short-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovenia,Million euro,Total economy,Government consolidated gross debt at face value - Short-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovakia,Million euro,Total economy,Government consolidated gross debt at face value - Short-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Million euro,Total economy,Government consolidated gross debt at face value - Short-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,Total economy,Government consolidated gross debt at face value - Long-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Million euro,Total economy,Government consolidated gross debt at face value - Long-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Ireland,Million euro,Total economy,Government consolidated gross debt at face value - Long-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,Total economy,Government consolidated gross debt at face value - Long-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Million euro,Total economy,Government consolidated gross debt at face value - Long-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
France,Million euro,Total economy,Government consolidated gross debt at face value - Long-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,Total economy,Government consolidated gross debt at face value - Long-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,Total economy,Government consolidated gross debt at face value - Long-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Luxembourg,Million euro,Total economy,Government consolidated gross debt at face value - Long-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,Total economy,Government consolidated gross debt at face value - Long-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,Total economy,Government consolidated gross debt at face value - Long-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,Total economy,Government consolidated gross debt at face value - Long-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Portugal,Million euro,Total economy,Government consolidated gross debt at face value - Long-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovenia,Million euro,Total economy,Government consolidated gross debt at face value - Long-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovakia,Million euro,Total economy,Government consolidated gross debt at face value - Long-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Million euro,Total economy,Government consolidated gross debt at face value - Long-term debt securities	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,Total economy,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Million euro,Total economy,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Ireland,Million euro,Total economy,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,Total economy,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Million euro,Total economy,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
France,Million euro,Total economy,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,Total economy,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,Total economy,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Luxembourg,Million euro,Total economy,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,Total economy,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,Total economy,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,Total economy,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Portugal,Million euro,Total economy,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovenia,Million euro,Total economy,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovakia,Million euro,Total economy,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Million euro,Total economy,Government consolidated gross debt at face value - Loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,Total economy,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Million euro,Total economy,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Ireland,Million euro,Total economy,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,Total economy,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Million euro,Total economy,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
France,Million euro,Total economy,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Italy,Million euro,Total economy,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Cyprus,Million euro,Total economy,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Luxembourg,Million euro,Total economy,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Malta,Million euro,Total economy,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Netherlands,Million euro,Total economy,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Austria,Million euro,Total economy,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Portugal,Million euro,Total economy,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovenia,Million euro,Total economy,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Slovakia,Million euro,Total economy,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Finland,Million euro,Total economy,Government consolidated gross debt at face value - Short-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Belgium,Million euro,Total economy,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Germany (until 1990 former territory of the FRG),Million euro,Total economy,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Ireland,Million euro,Total economy,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Greece,Million euro,Total economy,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
Spain,Million euro,Total economy,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
France,Million euro,Total economy,Government consolidated gross debt at face value - Long-term loans	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:	:
